id,date,tour,court,break,ref,time,home,away,h_coef,a_coef
vHUnZJ55,23/06,ATP - ОДИНОЧНЫЙ РАЗРЯД. Уимблдон (Великобритания) - квалификация,трава,2,https://www.flashscore.ru.com/match/vHUnZJ55/#/match-summary/match-summary,Завершен,Харрисон К. (Сша),Мазур Д. (Гер),2.20,1.68
KKDXUyH3,23/06,ATP - ОДИНОЧНЫЙ РАЗРЯД. Уимблдон (Великобритания) - квалификация,трава,2,https://www.flashscore.ru.com/match/KKDXUyH3/#/match-summary/match-summary,Завершен,Айдукович Д. (Хор),Ричард А. (Шва),1.95,1.86
lICB1iKF,23/06,ATP - ОДИНОЧНЫЙ РАЗРЯД. Уимблдон (Великобритания) - квалификация,трава,2,https://www.flashscore.ru.com/match/lICB1iKF/#/match-summary/match-summary,Завершен,Албот Р. (Мол),Офнер С. (Авт),1.65,2.25
hjJ23Dk3,23/06,ATP - ОДИНОЧНЫЙ РАЗРЯД. Уимблдон (Великобритания) - квалификация,трава,2,https://www.flashscore.ru.com/match/hjJ23Dk3/#/match-summary/match-summary,Завершен,Боргес Н. (Пор),Пёрселл М. (Авс),2.14,1.72
4haHwj4K,23/06,ATP - ОДИНОЧНЫЙ РАЗРЯД. Уимблдон (Великобритания) - квалификация,трава,2,https://www.flashscore.ru.com/match/4haHwj4K/#/match-summary/match-summary,Завершен,Клейн Л. (Сла),Сеппи А. (Ита),2.43,1.57
nFXQFXgN,23/06,ATP - ОДИНОЧНЫЙ РАЗРЯД. Уимблдон (Великобритания) - квалификация,трава,2,https://www.flashscore.ru.com/match/nFXQFXgN/#/match-summary/match-summary,Завершен,Козлов С. (Сша),Новак Д. (Авт),2.32,1.61
EJ6tTFoG,23/06,ATP - ОДИНОЧНЫЙ РАЗРЯД. Уимблдон (Великобритания) - квалификация,трава,2,https://www.flashscore.ru.com/match/EJ6tTFoG/#/match-summary/match-summary,Завершен,Колар З. (Чех),Вавассори А. (Ита),1.53,2.50
0O8vR2ZB,23/06,ATP - ОДИНОЧНЫЙ РАЗРЯД. Уимблдон (Великобритания) - квалификация,трава,2,https://www.flashscore.ru.com/match/0O8vR2ZB/#/match-summary/match-summary,Завершен,Кузманов Д. (Бог),Коко Э. (Фра),2.13,1.72
67UqlTy1,23/06,ATP - ОДИНОЧНЫЙ РАЗРЯД. Уимблдон (Великобритания) - квалификация,трава,2,https://www.flashscore.ru.com/match/67UqlTy1/#/match-summary/match-summary,Завершен,Мартерер М. (Гер),Морено Де Альборан Н. (Сша),1.34,3.25
vF7rQMlI,23/06,ATP - ОДИНОЧНЫЙ РАЗРЯД. Уимблдон (Великобритания) - квалификация,трава,2,https://www.flashscore.ru.com/match/vF7rQMlI/#/match-summary/match-summary,Завершен,Пирош Ж. (Вен),Кукушкин М. (Каз),2.11,1.73
EXTmmmi7,23/06,ATP - ОДИНОЧНЫЙ РАЗРЯД. Уимблдон (Великобритания) - квалификация,трава,2,https://www.flashscore.ru.com/match/EXTmmmi7/#/match-summary/match-summary,Завершен,Росол Л. (Чех),Оливо Р. (Арг),1.53,2.50
MwiF38yl,23/06,ATP - ОДИНОЧНЫЙ РАЗРЯД. Уимблдон (Великобритания) - квалификация,трава,2,https://www.flashscore.ru.com/match/MwiF38yl/#/match-summary/match-summary,Завершен,Сапата Миральес Б. (Исп),Карузо С. (Ита),1.35,3.25
hQBRAqNm,23/06,ATP - ОДИНОЧНЫЙ РАЗРЯД. Уимблдон (Великобритания) - квалификация,трава,2,https://www.flashscore.ru.com/match/hQBRAqNm/#/match-summary/match-summary,Завершен,Сок Дж. (Сша),Гренье У. (Фра),1.25,4.00
OdMUFnCD,23/06,ATP - ОДИНОЧНЫЙ РАЗРЯД. Уимблдон (Великобритания) - квалификация,трава,2,https://www.flashscore.ru.com/match/OdMUFnCD/#/match-summary/match-summary,Завершен,Хиджиката Р. (Авс),Кун Н. (Гер),1.58,2.40
fwxkB1ms,23/06,ATP - ОДИНОЧНЫЙ РАЗРЯД. Уимблдон (Великобритания) - квалификация,трава,2,https://www.flashscore.ru.com/match/fwxkB1ms/#/match-summary/match-summary,Завершен,Хуслер М. (Шва),Джанг Дж. (Тайв),1.25,4.00
CWg0MKsq,23/06,ATP - ОДИНОЧНЫЙ РАЗРЯД. Уимблдон (Великобритания) - квалификация,трава,2,https://www.flashscore.ru.com/match/CWg0MKsq/#/match-summary/match-summary,Завершен,Кублер Дж. (Авс),Имер Э. (Шве),1.80,2.02
SMMoYHte,23/06,WTA - ОДИНОЧНЫЙ РАЗРЯД. Уимблдон (Великобритания) - квалификация,трава,2,https://www.flashscore.ru.com/match/SMMoYHte/#/match-summary/match-summary,Завершен,Викмайер Я. (Бел),Чан Су Джон (Кор),1.64,2.28
EenGxDjU,23/06,WTA - ОДИНОЧНЫЙ РАЗРЯД. Уимблдон (Великобритания) - квалификация,трава,2,https://www.flashscore.ru.com/match/EenGxDjU/#/match-summary/match-summary,Завершен,Завацкая К. (Укр),Фетт Я. (Хор),2.21,1.68
jJEJoVBm,23/06,WTA - ОДИНОЧНЫЙ РАЗРЯД. Уимблдон (Великобритания) - квалификация,трава,2,https://www.flashscore.ru.com/match/jJEJoVBm/#/match-summary/match-summary,Завершен,Ферро Ф. (Фра),Бектас Э. (Сша),1.48,2.70
jNh4Lvck,23/06,WTA - ОДИНОЧНЫЙ РАЗРЯД. Уимблдон (Великобритания) - квалификация,трава,2,https://www.flashscore.ru.com/match/jNh4Lvck/#/match-summary/match-summary,Завершен,Шарма А. (Авс),Хименес-Касинцева В. (Анд),2.16,1.70
A9rNWZFH,23/06,WTA - ОДИНОЧНЫЙ РАЗРЯД. Уимблдон (Великобритания) - квалификация,трава,2,https://www.flashscore.ru.com/match/A9rNWZFH/#/match-summary/match-summary,Завершен,Чирико Л. (Сша),Фон Дайхманн К. (Лих),1.78,2.05
xlEQwsE9,23/06,WTA - ОДИНОЧНЫЙ РАЗРЯД. Уимблдон (Великобритания) - квалификация,трава,2,https://www.flashscore.ru.com/match/xlEQwsE9/#/match-summary/match-summary,Завершен,Кава К. (Пол),Жанжан Л. (Фра),1.97,1.84
xUc5d1rd,23/06,WTA - ОДИНОЧНЫЙ РАЗРЯД. Уимблдон (Великобритания) - квалификация,трава,2,https://www.flashscore.ru.com/match/xUc5d1rd/#/match-summary/match-summary,Завершен,Инглис М. (Авс),Костич Н. (Сер),1.71,2.15
tSHIi3wo,23/06,WTA - ОДИНОЧНЫЙ РАЗРЯД. Уимблдон (Великобритания) - квалификация,трава,2,https://www.flashscore.ru.com/match/tSHIi3wo/#/match-summary/match-summary,Завершен,Бьорклунд М. (Шве),Карле М. Л. (Арг),1.49,2.65
rH3URtKL,23/06,WTA - ОДИНОЧНЫЙ РАЗРЯД. Уимблдон (Великобритания) - квалификация,трава,2,https://www.flashscore.ru.com/match/rH3URtKL/#/match-summary/match-summary,Завершен,Понше Дж. (Фра),Форлис Д. (Авс),2.55,1.52
CWBaPsaG,23/06,WTA - ОДИНОЧНЫЙ РАЗРЯД. Уимблдон (Великобритания) - квалификация,трава,2,https://www.flashscore.ru.com/match/CWBaPsaG/#/match-summary/match-summary,Завершен,Лао Д. (Сша),Шунк Н. М. (Гер),2.21,1.67
0IZ8yb1n,23/06,WTA - ОДИНОЧНЫЙ РАЗРЯД. Уимблдон (Великобритания) - квалификация,трава,2,https://www.flashscore.ru.com/match/0IZ8yb1n/#/match-summary/match-summary,Неявка,Хон П. (Авс),Хайвс З. (Авс),1.31,3.45
Ox8QpP0s,23/06,WTA - ОДИНОЧНЫЙ РАЗРЯД. Уимблдон (Великобритания) - квалификация,трава,2,https://www.flashscore.ru.com/match/Ox8QpP0s/#/match-summary/match-summary,Завершен,Вандевеге К. (Сша),Хвалинска М. (Пол),1.45,2.80
rRWQq9t0,23/06,WTA - ОДИНОЧНЫЙ РАЗРЯД. Уимблдон (Великобритания) - квалификация,трава,2,https://www.flashscore.ru.com/match/rRWQq9t0/#/match-summary/match-summary,Завершен,Керкхове Л. (Нид),Макхейл К. (Сша),2.42,1.57
nP44F6Vi,23/06,WTA - ОДИНОЧНЫЙ РАЗРЯД. Уимблдон (Великобритания) - квалификация,трава,2,https://www.flashscore.ru.com/match/nP44F6Vi/#/match-summary/match-summary,Завершен,Хонтама М. (Япо),Сан Л. (Шва),1.82,1.99
fi7YQ0ZR,23/06,WTA - ОДИНОЧНЫЙ РАЗРЯД. Уимблдон (Великобритания) - квалификация,трава,2,https://www.flashscore.ru.com/match/fi7YQ0ZR/#/match-summary/match-summary,Завершен,Бабош Т. (Вен),Контрерас Гомес Ф. (Мек),1.48,2.65
GxYAIWs1,23/06,WTA - ОДИНОЧНЫЙ РАЗРЯД. Уимблдон (Великобритания) - квалификация,трава,2,https://www.flashscore.ru.com/match/GxYAIWs1/#/match-summary/match-summary,Завершен,Юань Ю. (Кит),Харрисон К. (Сша),2.19,1.69
j7xQ6nde,23/06,ATP - ОДИНОЧНЫЙ РАЗРЯД. Истбурн (Великобритания),трава,2,https://www.flashscore.ru.com/match/j7xQ6nde/#/match-summary/match-summary,Завершен,Норри К. (Вел),Кресси М. (Сша),1.47,2.70
SxHHaxgR,23/06,ATP - ОДИНОЧНЫЙ РАЗРЯД. Истбурн (Великобритания),трава,2,https://www.flashscore.ru.com/match/SxHHaxgR/#/match-summary/match-summary,Завершен,Мартинес Портеро П. (Исп),Пенистон Р. (Вел),2.90,1.42
U7MfQNqA,23/06,ATP - ОДИНОЧНЫЙ РАЗРЯД. Истбурн (Великобритания),трава,2,https://www.flashscore.ru.com/match/U7MfQNqA/#/match-summary/match-summary,Завершен,Бублик А. (Каз),Фриц Т. (Сша),1.80,2.02
xve0JU42,23/06,ATP - ОДИНОЧНЫЙ РАЗРЯД. Истбурн (Великобритания),трава,2,https://www.flashscore.ru.com/match/xve0JU42/#/match-summary/match-summary,Завершен,Дрейпер Дж. (Вел),Пенистон Р. (Вел),1.48,2.65
YuiQArpN,23/06,ATP - ОДИНОЧНЫЙ РАЗРЯД. Истбурн (Великобритания),трава,2,https://www.flashscore.ru.com/match/YuiQArpN/#/match-summary/match-summary,Завершен,Де Минаур А. (Авс),Пол Т. (Сша),1.38,3.10
M7xWaO31,23/06,ATP - ОДИНОЧНЫЙ РАЗРЯД. Кубок Дэвиса Группа 3 (Мир),no_court,2,https://www.flashscore.ru.com/match/M7xWaO31/#/match-summary/match-summary,Завершен,Rodesch C. (Люк),Снитари И. (Мол),-,-
nTMoLYZ9,23/06,ATP - ОДИНОЧНЫЙ РАЗРЯД. Кубок Дэвиса Группа 3 (Мир),no_court,2,https://www.flashscore.ru.com/match/nTMoLYZ9/#/match-summary/match-summary,Завершен,Бакши А. (Гру),Peppard E. (Лих),-,-
b7tiaiDj,23/06,ATP - ОДИНОЧНЫЙ РАЗРЯД. Кубок Дэвиса Группа 3 (Мир),no_court,2,https://www.flashscore.ru.com/match/b7tiaiDj/#/match-summary/match-summary,Завершен,Efstathiou M. (Кип),Yedigaryan R. (Арм),-,-
hSlJ2QJr,23/06,ATP - ОДИНОЧНЫЙ РАЗРЯД. Кубок Дэвиса Группа 3 (Мир),no_court,2,https://www.flashscore.ru.com/match/hSlJ2QJr/#/match-summary/match-summary,Завершен,Jovanovic P. (Чрн),Ивановски К. (Мак),-,-
tjMkKhkG,23/06,ATP - ОДИНОЧНЫЙ РАЗРЯД. Кубок Дэвиса Группа 3 (Мир),no_court,2,https://www.flashscore.ru.com/match/tjMkKhkG/#/match-summary/match-summary,Завершен,Пурцеладзе С. (Гру),Spasojevic A. (Лих),-,-
CAUYNzji,23/06,ATP - ОДИНОЧНЫЙ РАЗРЯД. Кубок Дэвиса Группа 3 (Мир),no_court,2,https://www.flashscore.ru.com/match/CAUYNzji/#/match-summary/match-summary,Завершен,Хрисокос П. (Кип),Аветисян М. (Арм),-,-
zivO1pZl,23/06,ATP - ОДИНОЧНЫЙ РАЗРЯД. Кубок Дэвиса Группа 3 (Мир),no_court,2,https://www.flashscore.ru.com/match/zivO1pZl/#/match-summary/match-summary,Завершен,Cungu R. (Чрн),Bugarikj B. (Мак),-,-
0byzarJ7,23/06,ATP - ОДИНОЧНЫЙ РАЗРЯД. Кубок Дэвиса Группа 3 (Мир),no_court,2,https://www.flashscore.ru.com/match/0byzarJ7/#/match-summary/match-summary,Завершен,Кнафф А. (Люк),Козбинов А. (Мол),-,-
htMKURSE,23/06,ATP - ОДИНОЧНЫЙ РАЗРЯД. Кубок Дэвиса Группа 3 (Мир),no_court,2,https://www.flashscore.ru.com/match/htMKURSE/#/match-summary/match-summary,Завершен(отказ),Abdul s. R. (Вен),Гарсия Иг. (Пуэ),2.38,1.47
zm0kSY6G,23/06,ATP - ОДИНОЧНЫЙ РАЗРЯД. Кубок Дэвиса Группа 3 (Мир),no_court,2,https://www.flashscore.ru.com/match/zm0kSY6G/#/match-summary/match-summary,Завершен(отказ),Борба Х. (Пар),Quiros S. (Кос),-,-
pb7xVzNc,23/06,ATP - ОДИНОЧНЫЙ РАЗРЯД. Кубок Дэвиса Группа 3 (Мир),no_court,2,https://www.flashscore.ru.com/match/pb7xVzNc/#/match-summary/match-summary,Завершен,Dominguez S. (Гве),Chevez J. D. (Пан),1.19,4.00
KxRQ8p6e,23/06,ATP - ОДИНОЧНЫЙ РАЗРЯД. Кубок Дэвиса Группа 3 (Мир),no_court,2,https://www.flashscore.ru.com/match/KxRQ8p6e/#/match-summary/match-summary,Завершен,Филипс Р. (Ямк),Newman B. (Баг),-,-
0nZY6Oz8,23/06,ATP - ОДИНОЧНЫЙ РАЗРЯД. Кубок Дэвиса Группа 3 (Мир),no_court,2,https://www.flashscore.ru.com/match/0nZY6Oz8/#/match-summary/match-summary,Завершен,Бикнелл Б. (Ямк),Newman S. (Баг),1.25,3.45
vL6tUfx4,23/06,ATP - ОДИНОЧНЫЙ РАЗРЯД. Кубок Дэвиса Группа 3 (Мир),no_court,2,https://www.flashscore.ru.com/match/vL6tUfx4/#/match-summary/match-summary,Завершен,Hernandez Mariona K. (Гве),Родригес М. (Пан),2.38,1.47
AHGPTorL,23/06,ATP - ОДИНОЧНЫЙ РАЗРЯД. Кубок Дэвиса Группа 3 (Мир),no_court,2,https://www.flashscore.ru.com/match/AHGPTorL/#/match-summary/match-summary,Завершен,Родригес Р. (Вен),Гарай К. (Пуэ),1.15,4.55
CCNIA6yq,23/06,ATP - ОДИНОЧНЫЙ РАЗРЯД. Кубок Дэвиса Группа 3 (Мир),no_court,2,https://www.flashscore.ru.com/match/CCNIA6yq/#/match-summary/match-summary,Завершен,Валлехо Д. (Пар),Флорес Х. (Кос),1.25,3.45
6Xw4RgdS,23/06,ATP - ОДИНОЧНЫЙ РАЗРЯД. Майорка (Испания),трава,2,https://www.flashscore.ru.com/match/6Xw4RgdS/#/match-summary/match-summary,Завершен,Альтмайер Д. (Гер),Бонзи Б. (Фра),3.60,1.30
8rXU56B1,23/06,ATP - ОДИНОЧНЫЙ РАЗРЯД. Майорка (Испания),трава,2,https://www.flashscore.ru.com/match/8rXU56B1/#/match-summary/match-summary,Завершен,Хирон М. (Сша),Циципас С. (Гре),4.60,1.20
QDvbrHMh,23/06,ATP - ОДИНОЧНЫЙ РАЗРЯД. Майорка (Испания),трава,2,https://www.flashscore.ru.com/match/QDvbrHMh/#/match-summary/match-summary,Завершен,Медведев Д. (Рос),Баутиста-Агут Р. (Исп),1.35,3.25
rsR9KAcr,23/06,ATP - ОДИНОЧНЫЙ РАЗРЯД. Майорка (Испания),трава,2,https://www.flashscore.ru.com/match/rsR9KAcr/#/match-summary/match-summary,Завершен,Белье А. (Шва),Грикспур Т. (Нид),3.35,1.33
fikN1n60,23/06,WTA - ОДИНОЧНЫЙ РАЗРЯД. Бад Хомбург (Германия),трава,2,https://www.flashscore.ru.com/match/fikN1n60/#/match-summary/match-summary,Завершен,Гарсия К. (Фра),Лисицки С. (Гер),1.60,2.36
zF872X49,23/06,WTA - ОДИНОЧНЫЙ РАЗРЯД. Бад Хомбург (Германия),трава,2,https://www.flashscore.ru.com/match/zF872X49/#/match-summary/match-summary,Завершен,Касаткина Д. (Рос),Андрееску Б. (Кан),1.70,2.17
zBS7u0lL,23/06,WTA - ОДИНОЧНЫЙ РАЗРЯД. Бад Хомбург (Германия),трава,2,https://www.flashscore.ru.com/match/zBS7u0lL/#/match-summary/match-summary,Завершен,Корне А. (Фра),Кербер А. (Гер),3.50,1.31
GvkOlJqP,23/06,WTA - ОДИНОЧНЫЙ РАЗРЯД. Бад Хомбург (Германия),трава,2,https://www.flashscore.ru.com/match/GvkOlJqP/#/match-summary/match-summary,Завершен,Халеп С. (Рум),Анисимова А. (Сша),1.67,2.22
C2GRT4kg,23/06,WTA - ОДИНОЧНЫЙ РАЗРЯД. Истбурн (Великобритания),трава,2,https://www.flashscore.ru.com/match/C2GRT4kg/#/match-summary/match-summary,Завершен,Джорджи К. (Ита),Томова В. (Бог),1.20,4.70
G4dLBOUG,23/06,WTA - ОДИНОЧНЫЙ РАЗРЯД. Истбурн (Великобритания),трава,2,https://www.flashscore.ru.com/match/G4dLBOUG/#/match-summary/match-summary,Завершен,Квитова П. (Чех),Дарт Х. (Вел),1.31,3.50
r7b1csTk,23/06,WTA - ОДИНОЧНЫЙ РАЗРЯД. Истбурн (Великобритания),трава,2,https://www.flashscore.ru.com/match/r7b1csTk/#/match-summary/match-summary,Завершен,Остапенко Е. (Лат),Калинина А. (Укр),1.46,2.75
0hzer242,23/06,WTA - ОДИНОЧНЫЙ РАЗРЯД. Истбурн (Великобритания),трава,2,https://www.flashscore.ru.com/match/0hzer242/#/match-summary/match-summary,Неявка,Хаддад Майа Б. (Бра),Цуренко Л. (Укр),1.31,3.50
CbzvQWZK,23/06,ATP - ПАРНЫЙ РАЗРЯД. Истбурн (Великобритания),трава,2,https://www.flashscore.ru.com/match/CbzvQWZK/#/match-summary/match-summary,Завершен,Додиг И./Крайчек О.,Мидделкоп М./Сэвилл Л.,1.37,2.70
QZF3O1EM,23/06,ATP - ПАРНЫЙ РАЗРЯД. Истбурн (Великобритания),трава,2,https://www.flashscore.ru.com/match/QZF3O1EM/#/match-summary/match-summary,Завершен,Мектич Н./Павич М.,Маррей Дже./Соарес Б.,1.55,2.24
j1TxNf5c,23/06,ATP - ПАРНЫЙ РАЗРЯД. Кубок Дэвиса Группа 3 (Мир),no_court,2,https://www.flashscore.ru.com/match/j1TxNf5c/#/match-summary/match-summary,Завершен,Kyratzis S./Neos E.,Mkrtchyan A./Никогосян Г.,-,-
8xOsMEK3,23/06,ATP - ПАРНЫЙ РАЗРЯД. Кубок Дэвиса Группа 3 (Мир),no_court,2,https://www.flashscore.ru.com/match/8xOsMEK3/#/match-summary/match-summary,Завершен,Бакши А./Ткемаладзе З.,Besimo G./Spasojevic A.,-,-
EswS04le,23/06,ATP - ПАРНЫЙ РАЗРЯД. Кубок Дэвиса Группа 3 (Мир),no_court,2,https://www.flashscore.ru.com/match/EswS04le/#/match-summary/match-summary,Отменен,Cungu R./Jovanovic P.,Bugarikj B./Ивановски К.,-,-
x6VJCJmm,23/06,ATP - ПАРНЫЙ РАЗРЯД. Кубок Дэвиса Группа 3 (Мир),no_court,2,https://www.flashscore.ru.com/match/x6VJCJmm/#/match-summary/match-summary,Завершен,Cungu R./Jovanovic P.,Ивановски К./Шрибляк Г.,-,-
23FINRe8,23/06,ATP - ПАРНЫЙ РАЗРЯД. Кубок Дэвиса Группа 3 (Мир),no_court,2,https://www.flashscore.ru.com/match/23FINRe8/#/match-summary/match-summary,Завершен,Кнафф А./Rodesch C.,Козбинов А./Снитари И.,-,-
EkNGV7D8,23/06,ATP - ПАРНЫЙ РАЗРЯД. Кубок Дэвиса Группа 3 (Мир),no_court,2,https://www.flashscore.ru.com/match/EkNGV7D8/#/match-summary/match-summary,Отменен,Бикнелл Б./Филипс Р.,Newman B./Rolle M.,1.55,2.24
vJZWbOqG,23/06,ATP - ПАРНЫЙ РАЗРЯД. Кубок Дэвиса Группа 3 (Мир),no_court,2,https://www.flashscore.ru.com/match/vJZWbOqG/#/match-summary/match-summary,Завершен,Bicknell J./Chin J.,Newman S./Rolle M.,-,-
hOApTEiA,23/06,ATP - ПАРНЫЙ РАЗРЯД. Кубок Дэвиса Группа 3 (Мир),no_court,2,https://www.flashscore.ru.com/match/hOApTEiA/#/match-summary/match-summary,Отменен,Botran Neutze R./Hernandez Mariona K. A.,Гомес Л./Родригес М.,1.68,2.04
xfwG26pi,23/06,ATP - ПАРНЫЙ РАЗРЯД. Кубок Дэвиса Группа 3 (Мир),no_court,2,https://www.flashscore.ru.com/match/xfwG26pi/#/match-summary/match-summary,3-й сет,Dominguez S./Hernandez Mariona K.,Гомес Л./Родригес М.,-,-
l8FTS5cR,23/06,ATP - ПАРНЫЙ РАЗРЯД. Кубок Дэвиса Группа 3 (Мир),no_court,2,https://www.flashscore.ru.com/match/l8FTS5cR/#/match-summary/match-summary,Отменен,Перес Б./Родригес Р.,Гарай К./Гарсия Иг.,1.07,6.85
CWgACsEF,23/06,ATP - ПАРНЫЙ РАЗРЯД. Кубок Дэвиса Группа 3 (Мир),no_court,2,https://www.flashscore.ru.com/match/CWgACsEF/#/match-summary/match-summary,2-й сет,Перес Б./Sinopoli F.,Гарай К./Marrero J. E.,-,-
